iter	Logloss
190	0.3333108018
191	0.3324216219
192	0.3314706869
193	0.3305927235
194	0.3300666097
195	0.3289518585
196	0.3278667606
197	0.3269151839
198	0.3260213657
199	0.3251264565
200	0.3244807067
201	0.3239239056
202	0.3235174349
203	0.322726495
204	0.3218841285
205	0.3212210962
206	0.3203252073
207	0.3196890795
208	0.3187374215
209	0.3177668146
210	0.3167866851
211	0.315975782
212	0.315165295
213	0.3142932949
214	0.3137017521
215	0.3127807022
216	0.3119499777
217	0.311214006
218	0.3103726319
219	0.3097276764
220	0.3087727239
221	0.3079536521
222	0.3070524682
223	0.3061318039
224	0.3055989059
225	0.3050393231
226	0.3046343658
227	0.3039100554
228	0.3030830796
229	0.3022623352
230	0.3014258609
231	0.3010026628
232	0.300317967
233	0.2995191016
234	0.2990582225
235	0.2983667572
236	0.2976882237
237	0.2975375264
238	0.2967555174
239	0.296466682
240	0.2956188516
241	0.2948978039
242	0.294284549
243	0.2937676719
244	0.2930964162
245	0.2923026155
246	0.2915942795
247	0.2909339555
248	0.2904080274
249	0.2900632658
250	0.2892529459
251	0.2885164282
252	0.2879434889
253	0.2872678701
254	0.2866554483
255	0.2864828524
256	0.2859393
257	0.2852981627
258	0.2846443332
259	0.2837473173
260	0.2832608359
261	0.2825591182
262	0.2817215196
263	0.2811446305
264	0.2804817765
265	0.2801524819
266	0.279692197
267	0.2791494113
268	0.2786620055
269	0.278128582
270	0.2775833689
271	0.2770343154
272	0.2765609914
273	0.276102521
274	0.2756491278
275	0.2751921602
276	0.2746163683
277	0.2739464314
278	0.2734756536
279	0.2727995924
280	0.2722686307
281	0.2718930526
282	0.2712556255
283	0.2706672276
284	0.2700425639
285	0.2695984633
286	0.2690685681
287	0.268536249
288	0.2682869364
289	0.2678332321
290	0.2673881818
291	0.2669137717
292	0.2662122283
293	0.2654420391
294	0.2648959307
295	0.264366376
296	0.2640248001
297	0.2633838293
298	0.2628233193
299	0.2624307578
300	0.2621441776
301	0.2614925978
302	0.2610318127
303	0.2608439023
304	0.2601725986
305	0.2597223632
306	0.259306	0.25307	0.258307	0.25308	0.257308	0.25309	0.257309	0.25310	0.256310	0.311	0.25634311	0.312	0.25572312	0.313	0.25516313	0.314	0.25463314	0.315	0.25409315	0.2484566406
316	0.2478792738
317	0.2474317959
318	0.2468590022
319	0.2465253935
320	0.2460954203
321	0.2455405929
322	0.2451163194
323	0.2447015374
324	0.2444366857
325	0.2439012612
326	0.2433245885
327	0.2427037846
328	0.2421750885
329	0.2417093001
330	0.2413152794
331	0.2405298575
332	0.24022606
333	0.2397463802
334	0.2393059983
335	0.2388982906
336	0.2383851945
337	0.2379074262
338	0.2376277993
339	0.2374855359
340	0.2369172374
341	0.2366989573
342	0.2364022338
343	0.235984433
344	0.2355145207
345	0.235135267
346	0.2347783012
347	0.2341707193
348	0.2337016559
349	0.233110498
350	0.2327273524
351	0.2322398339
352	0.2317109597
353	0.2312370355
354	0.2306554405
355	0.2304667401
356	0.2299888937
357	0.2296658935
358	0.2292668778
359	0.2288814862
360	0.2361	0.2328361	0.2281788271
362	0.2278607142
363	0.2275647089
364	0.2270744931
365	0.2267391388
366	0.2263546574
367	0.2259105886
368	0.225516486
369	0.2249494272
370	0.2245859419
371	0.2240432777
372	0.2237212508
373	0.2233784824
374	0.222944333
375	0.2223913982
376	0.2219031257
377	0.2214526758
378	0.2210334601
379	0.2205883307
380	0.2201794705
381	0.2196824835
382	0.2193556578
383	0.2189703377
384	0.2185397673
385	0.2181590884
386	0.2177551562
387	0.217346217
388	0.2168184559
389	0.2163486231
390	0.2158890711
391	0.2155275394
392	0.2152812872
393	0.2148907722
394	0.2148387241
395	0.214355633
3397	0.21831191039398	0.21801711939399	0.21776889539400	0.2174893744401	0.21705075754402	0.21665396764403	0.21623350634404	0.21578384614405	0.21540549494406	0.21503313164407	0.21460403894408	0.21422988740409	0.21383486440410	0.21348752841411	0.21320218411412	0.21286381412413	0.21244693413414	0.2122581481
415	0.2119891763
416	0.2116608147
417	0.2116118417418	0.21152046418	0.2057916415
419	0.2053841278
420	0.2049227789
421	0.2044362329
422	0.2041883676
423	0.2038280244
424	0.2037789866
425	0.2034934952
426	0.2032080659
4428	0.20809268242429	0.20794687942430	0.20769238943431	0.207368523431	0.2014892254
43433	0.206706980433	0.2010171412
43435	0.20606261743436	0.20576479543437	0.20543030643438	0.205351199438	0.199885009
439440	0.20478158440	0.1991465416
441442	0.20423884442443	0.2038939944444	0.20377574444445	0.20329587544446	0.20324214944447	0.2029810032
448	0.20268309444449	0.20226545544450	0.20209556045451	0.20165541345452	0.20130488345453	0.20094232453454	0.20056656454455	0.20012005455456	0.2000304245457	0.19977840845458	0.19950099045459	0.19928552545460	0.19903802546461	0.19872076846462	0.19841873846463	0.19802094463464	0.19782460464465	0.19747933465466	0.19726212466467	0.19701984467468	0.19678629468469	0.19653512469	0.1899410431
470	0.1897336566
471	0.1894199581
472	0.1890126796
473	0.188776561
474	0.1884960387
475	0.1883061712
476	0.1880512787
477	0.1879234972
478	0.1876565375
479	0.1873633628
480	0.1871052316
481	0.1867730679
482	0.1865235536
483	0.186249205
484	0.1860049511
485	0.1857150282
486	0.1853128204
487	0.1850198952
488	0.1847375627
489	0.1844462783
490	0.1839492458
491	0.1836185936
492	0.1832496805
493	0.1828971703
494	0.1827188699
495	0.182510985
496	0.1822631682
497	0.1820300669
498	0.1818667624
499	0.1814593813
500	0.1811726064
501	0.1808749681
502	0.1805664431
503	0.1801461855
504	0.179745171
505	0.1794487059
506	0.1791771155
507	0.1788398855
508	0.1786255052
509	0.1783561124
510	0.1779675377
511	0.1777570308
512	0.1773705316
513	0.1770401738
514	0.1768652903
515	0.1766293257
516	0.1764455155
517	0.1760368156
518	0.1757483888
519	0.1754611687
520	0.1752354879
521	0.1750264416
522	0.174820263
523	0.1744904802
524	0.1742370592
525	0.1739356215
526	0.1736869702
527	0.1734754987
528	0.1732612124
529	0.1729559749
530	0.1726481379
531	0.172473733
532	0.1723707686
533	0.1720723982
534	0.1717855966
535	0.1714256236
536	0.1711428135
537	0.1707122743
538	0.1706045809
539	0.1703655045
540	0.1701716439
541	0.1700860123
542	0.1699089266
543	0.1695995234
544	0.1694054045
545	0.1692124304
546	0.1688520859
547	0.1684905978
548	0.1681420375
549	0.1679368782
550	0.1676214495
551	0.167457151
552	0.1672175059
553	0.1669795586
554	0.1666605442
555	0.1665597337
556	0.1664160726
557	0.16612379
558	0.1658168023
559	0.1656718988
560	0.1654832277
561	0.165165086
562	0.1648615819
563	0.1645426295
564	0.164307163
565	0.164083118
566	0.1637818988
567	0.163426144
568	0.1631774926
569	0.162882654
570	0.1626470219
571	0.1624575685
572	0.1620973258
573	0.1617519045
574	0.1614641851
575	0.1612142431
576	0.1610313476
577	0.1608511738
578	0.1606283829
579	0.1604871653
580	0.1601911028
581	0.1600439374
582	0.1597341966
583	0.1595956482
584	0.1593832943
585	0.1591325413
586	0.1588840531
587	0.1586554855
588	0.1584099352
589	0.1581251976
590	0.1578415631
591	0.157652515
592	0.1573277991
593	0.1571308637
594	0.1568337923
595	0.1566187183
596	0.1563032689
597	0.1560837126
598	0.1559412893
599	0.1557835016
600	0.1554394077
601	0.1551828276
602	0.1549620539
603	0.1547530945
604	0.1545487383
605	0.154275065
606	0.1541864356
607	0.1539833768
608	0.1537081837
609	0.1535254896
610	0.1533446914
611	0.1531411548
612	0.1529604626
613	0.1528126156
614	0.1526331898
615	0.1523811697
616	0.1521689222
617	0.1520338102
618	0.1518489156
619	0.1517643064
620	0.1515215144
621	0.1514192708
622	0.1511706497
623	0.1509732962
624	0.1507726624
625	0.1504309465
626	0.150193489
627	0.1499828224
628	0.1496649449
629	0.1495011291
630	0.1494359525
631	0.1491761674
632	0.148995233
633	0.1487401295
634	0.1485536392
635	0.1483555436
636	0.1482176376
637	0.1480318549
638	0.1477887189
639	0.1475334272
640	0.1473384886
641	0.1472193454
642	0.1470302584
643	0.1468260541
644	0.1467207476
645	0.1464371891
646	0.1461865732
647	0.1459243881
648	0.1457311119
649	0.1454631266
650	0.145330817
651	0.1450689342
652	0.144897422
653	0.1448227229
654	0.1446324525
655	0.1443967859
656	0.1441883788
657	0.1439149571
658	0.1436680595
659	0.1434740344
660	0.1432418468
661	0.1429856608
662	0.1428611566
663	0.1426382377
664	0.1425071689
665	0.1423203275
666	0.1420712381
667	0.1419414436
668	0.1416918694
669	0.1414513461
670	0.1412200971
671	0.1410311448
672	0.140839405
673	0.1407528807
674	0.1405845464
675	0.1404470082
676	0.1403143353
677	0.1400666842
678	0.1398565346
679	0.1395914357
680	0.1393543136
681	0.1392468273
682	0.139012858
683	0.1387741235
684	0.1386071527
685	0.1383376804
686	0.1381618087
687	0.1378560304
688	0.1375539185
689	0.1374127819
690	0.1372082456
691	0.1370513587
692	0.1369038422
693	0.136733326
694	0.1364895201
695	0.1363429792
696	0.1362408427
697	0.1359965452
698	0.135793344
699	0.1355565965
700	0.1353566906
701	0.1351813887
702	0.1350650108
703	0.1348806153
704	0.1347757306
705	0.1346770519
706	0.1345144306
707	0.1344346759
708	0.1342691325
709	0.1341462444
710	0.1339659799
711	0.1337572966
712	0.1334885973
713	0.1332228662
714	0.1331002684
715	0.1328778214
716	0.1326333269
717	0.1324669709
718	0.1322956919
719	0.132032635
720	0.1319220551
721	0.1318102599
722	0.1316997789
723	0.1315032954
724	0.1313409191
725	0.1312423697
726	0.1311379362
727	0.1310304746
728	0.1308514695
729	0.1306992751
730	0.1304823055
731	0.1302525305
732	0.1301213012
733	0.1299763995
734	0.1297726007
735	0.1296647568
736	0.129521361
737	0.1293534244
738	0.129200528
739	0.1290062234
740	0.1288601225
741	0.1286987261
742	0.1285504671
743	0.1283576328
744	0.1281544958
745	0.1280328672
746	0.1277963584
747	0.127602143
748	0.1275291773
749	0.1273251123
750	0.1270713414
751	0.12697668
752	0.1268143666
753	0.1265876272
754	0.1263582623
755	0.1261976982
756	0.1259906876
757	0.1258029082
758	0.1256302326
759	0.1254415243
760	0.1252556026
761	0.125081117
762	0.1248761588
763	0.1246249166
764	0.1245076428
765	0.1242148255
766	0.1240804961
767	0.1238703901
768	0.1237130085
769	0.1235567446
770	0.123428451
771	0.1233030277
772	0.1232023143
773	0.1230472552
774	0.1228716457
775	0.1226375616
776	0.1224724014
777	0.1222395956
778	0.1221073075
779	0.1218573334
780	0.121693193
781	0.1214865205
782	0.1212783	0.1302001516
784	0.1301244479
785	0.12997852
786	0.1298002613
787	0.1296109468
788	0.1295111324
789	0.1293444812
790	0.1291746519
791	0.1289327999
792	0.1287137792
793	0.1285197892
794	0.1283635918
795	0.1283131583
796	0.1280680382
797	0.1278530031
798	0.1277524405
799	0.1275778044
800	0.1274361131
801	0.1273689445
802	0.1272590339
803	0.1271053061
804	0.1268495708
805	0.1267479071
806	0.1265309041
807	0.1263393465
808	0.1261381624
809	0.126063015
810	0.1258876299
811	0.1257732554
812	0.1256361957
813	0.1254498744
814	0.125347465
815	0.1252245249
816	0.1251747313
817	0.1250260125
818	0.1248692096
819	0.124752065
820	0.1245814694
821	0.1244909164
822	0.1243971783
823	0.124177278
824	0.1239833193
825	0.1237966523
826	0.1237449062
827	0.1235165479
828	0.1233809295
829	0.1231254935
830	0.1230924683
831	0.1229258284
832	0.1227817197
833	0.1226835312
834	0.1226620152
835	0.1224473217
836	0.1223033495
837	0.122091509
838	0.1218976643
839	0.1218300517
840	0.1217087642
841	0.1215252434
842	0.1213848978
843	0.1211638119
844	0.1210830679
845	0.1209063284
846	0.1206729406
847	0.120480385
848	0.1202866724
849	0.1200876623
850	0.1199382507
851	0.1198024565
852	0.1196287625
853	0.1193977748
854	0.1193540576
855	0.1191765236
856	0.1190361669
857	0.1189424992
858	0.1188939754
859	0.1187763429
860	0.118762844
861	0.1186587116
862	0.1185067345
863	0.1182766876
864	0.1181341748
865	0.1179891124
866	0.1178310876
867	0.1176640477
868	0.1175735107
869	0.1173642413
870	0.1172072451
871	0.1170702951
872	0.1169942753
873	0.1169300178
874	0.1168104662
875	0.1167252439
876	0.1165816219
877	0.1164492203
878	0.1163709379
879	0.1162445889
880	0.116108965
881	0.1160056628
882	0.1158540667
883	0.1156692228
884	0.1155985244
885	0.1154099101
886	0.1152786311
887	0.1151435129
888	0.115064205
889	0.1149885323
890	0.1148705556
891	0.1147863072
892	0.1146724335
893	0.1144956449
894	0.1144249126
895	0.1143475759
896	0.1142174909
897	0.1140692873
898	0.1138895222
899	0.1138138359
900	0.1136439154
901	0.1134701906
902	0.1133337783
903	0.1132386825
904	0.1130802435
905	0.1128775477
906	0.1127684338
907	0.1125972529
908	0.1124459167
909	0.1123221209
910	0.1121787712
911	0.1119816266
912	0.1119224288
913	0.111710855
914	0.1116698243
915	0.1115672066
916	0.1114725428
917	0.1112609358
918	0.1110644046
919	0.110967837
920	0.110824682
921	0.1107436922
922	0.1105920064
923	0.1104700934
924	0.1103918061
925	0.1103206504
926	0.1102698654
927	0.1101431804
928	0.1100056645
929	0.1099412263
930	0.1097997163
931	0.1097342753
932	0.1095833735
933	0.1094408281
934	0.1093645587
935	0.1092064159
936	0.109132873
937	0.1089794132
938	0.1088002207
939	0.108674364
940	0.1085348885
941	0.1083629156
942	0.1082263417
943	0.1081478639
944	0.1079986249
945	0.107887493
946	0.1077848661
947	0.1076739523
948	0.1075294995
949	0.1073894464
950	0.1072641562
951	0.1070918465
952	0.1069632578
953	0.106871863
954	0.1066951506
955	0.1065919657
956	0.1065295363
957	0.1063483923
958	0.106148458
959	0.1059850633
960	0.1059048821
961	0.1057609799
962	0.1056141583
963	0.1054084111
964	0.1052887987
965	0.1052387529
966	0.1051285089
967	0.1049618408
968	0.1048403991
969	0.104720689
970	0.1045773158
971	0.1045022115
972	0.1043462944
973	0.1042290791
974	0.1041466698
975	0.1040007318
976	0.1038124438
977	0.1035968624
978	0.1035031609
979	0.1034214669
980	0.1032757593
981	0.1030821044
982	0.1029705387
983	0.1028733794
984	0.1027571965
985	0.102639473
986	0.102472293
987	0.1024367607
988	0.1022896183
989	0.1021652553
990	0.1020603168
991	0.1019459103
992	0.1018783911
993	0.1017430744
994	0.1015724263
995	0.1013997216
996	0.1012703088
997	0.1011810936
998	0.1011316444
999	0.100928416
96	0.09398796521
997	0.09391267683
998	0.09378373314
999	0.09370397039
